"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"7","com.b2cretailstore.core.event","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/event/ClearSaleOrderCancelledEvent.java","4","21","Unused import 'de.hybris.platform.servicelayer.model.ModelService'","Code Style","UnnecessaryImport"
"8","com.b2cretailstore.core.event","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/event/ClearSaleOrderCancelledEvent.java","4","22","Unused import 'de.hybris.platform.servicelayer.util.ServicesUtil'","Code Style","UnnecessaryImport"
"9","com.b2cretailstore.core.event","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/event/ClearSaleOrderCancelledEvent.java","4","23","Unused import 'org.springframework.beans.factory.annotation.Required'","Code Style","UnnecessaryImport"
"1","com.b2cretailstore.core.constants","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/constants/b2cretailstoreCoreConstants.java","4","15","Unused import 'org.apache.commons.lang3.Validate'","Code Style","UnnecessaryImport"
"2","com.b2cretailstore.core.constants","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/constants/b2cretailstoreCoreConstants.java","4","17","Unused import 'java.io.File'","Code Style","UnnecessaryImport"
"3","com.b2cretailstore.core.constants","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/constants/b2cretailstoreCoreConstants.java","3","43","Ternary operators that can be simplified with || or &&","Design","SimplifiedTernary"
"1","com.b2cretailstore.core.dataimport.batch.stock","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/dataimport/batch/stock/Defaultb2cretailstoreStockImportAdapter.java","2","40","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","com.b2cretailstore.core.dataimport.batch.stock","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/dataimport/batch/stock/Defaultb2cretailstoreStockImportAdapter.java","2","43","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.core.dataimport.batch.task","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/dataimport/batch/task/b2cretailstoreImpexImportUtils.java","3","8","All methods are static.  Consider using a utility class instead. Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design","UseUtilityClass"
"1","com.b2cretailstore.core.event","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/event/OrderReceivedEventListener.java","4","17","Unused import 'de.hybris.platform.orderprocessing.events.OrderPlacedEvent'","Code Style","UnnecessaryImport"
"1","com.b2cretailstore.core.consignment.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/consignment/service/impl/DefaultConsignmentStatusUpdateService.java","4","5","Unused import 'java.util.Objects'","Code Style","UnnecessaryImport"
"2","com.b2cretailstore.core.consignment.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/consignment/service/impl/DefaultConsignmentStatusUpdateService.java","4","21","Unused import 'com.b2cretailstore.core.stock.b2cretailstoreStockService'","Code Style","UnnecessaryImport"
"3","com.b2cretailstore.core.consignment.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/consignment/service/impl/DefaultConsignmentStatusUpdateService.java","4","30","Unused import 'de.hybris.platform.stock.StockService'","Code Style","UnnecessaryImport"
"4","com.b2cretailstore.core.consignment.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/consignment/service/impl/DefaultConsignmentStatusUpdateService.java","2","75","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.core.event","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/event/SendOrderReceivedMessageEvent.java","4","3","Unused import 'de.hybris.platform.orderprocessing.events.ConsignmentProcessingEvent'","Code Style","UnnecessaryImport"
"2","com.b2cretailstore.core.event","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/event/SendOrderReceivedMessageEvent.java","4","6","Unused import 'de.hybris.platform.ordersplitting.model.ConsignmentProcessModel'","Code Style","UnnecessaryImport"
"1","com.b2cretailstore.core.dataimport.batch.task","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/dataimport/batch/task/Abstractb2cretailstoreImpexRunnerTask.java","2","79","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","com.b2cretailstore.core.dataimport.batch.task","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/dataimport/batch/task/Abstractb2cretailstoreImpexRunnerTask.java","2","129","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"3","com.b2cretailstore.core.dataimport.batch.task","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/dataimport/batch/task/Abstractb2cretailstoreImpexRunnerTask.java","2","160","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.core.interceptors","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/interceptors/b2cretailstoreProductSynchronizeInterceptor.java","3","14","Avoid unused private fields such as 'LOG'.","Best Practices","UnusedPrivateField"
"2","com.b2cretailstore.core.interceptors","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/interceptors/b2cretailstoreProductSynchronizeInterceptor.java","4","42","Useless parentheses.","Code Style","UselessParentheses"
"3","com.b2cretailstore.core.interceptors","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/interceptors/b2cretailstoreProductSynchronizeInterceptor.java","4","42","Useless parentheses.","Code Style","UselessParentheses"
"1","com.b2cretailstore.core.interceptors","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/interceptors/b2cretailstoreVariantProductTaxUpdatePrepareInterceptor.java","2","29","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.core.event","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/event/SubscribeNewsletterEventListener.java","4","8","Unused import 'de.hybris.platform.commerceservices.event.RegisterEvent'","Code Style","UnnecessaryImport"
"1","com.b2cretailstore.core.interceptors","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/interceptors/b2cretailstoreProductNameCheckPrepareInterceptor.java","2","51","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.core.jobs","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/jobs/CancelledOrderExportCronJob.java","4","4","Unused import 'com.b2cretailstore.core.order.b2cretailstoreOrderExportService'","Code Style","UnnecessaryImport"
"1","com.b2cretailstore.core.jobs","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/jobs/ExportNewCustomersC4CCronJob.java","2","32","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.core.event","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/event/SubmitOrderEventListener.java","2","109","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","com.b2cretailstore.core.event","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/event/SubmitOrderEventListener.java","2","117","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"3","com.b2cretailstore.core.event","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/event/SubmitOrderEventListener.java","2","130","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.core.imports.filter","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/imports/filter/ImportFileListFilter.java","2","25","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"2","com.b2cretailstore.core.imports.filter","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/imports/filter/ImportFileListFilter.java","2","27","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"1","com.b2cretailstore.core.media.importer.dao","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/media/importer/dao/b2cretailstoreMediaContainerDao.java","1","14","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"1","com.b2cretailstore.core.media.importer.services","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/media/importer/services/b2cretailstoreMediaContainerService.java","1","19","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"1","com.b2cretailstore.core.jobs","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/jobs/UpdateCustomersC4CCronjob.java","2","32","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.core.media.importer","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/media/importer/b2cretailstoreImageValueProvider.java","4","36","Useless parentheses.","Code Style","UselessParentheses"
"2","com.b2cretailstore.core.media.importer","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/media/importer/b2cretailstoreImageValueProvider.java","4","36","Useless parentheses.","Code Style","UselessParentheses"
"3","com.b2cretailstore.core.media.importer","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/media/importer/b2cretailstoreImageValueProvider.java","4","40","Useless parentheses.","Code Style","UselessParentheses"
"4","com.b2cretailstore.core.media.importer","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/media/importer/b2cretailstoreImageValueProvider.java","4","40","Useless parentheses.","Code Style","UselessParentheses"
"5","com.b2cretailstore.core.media.importer","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/media/importer/b2cretailstoreImageValueProvider.java","2","63","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.core.media.importer.services.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/media/importer/services/impl/Defaultb2cretailstoreMediaContainerService.java","4","31","Useless parentheses.","Code Style","UselessParentheses"
"1","com.b2cretailstore.core.order","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/b2cretailstoreOrderIntegrationService.java","4","5","Unused import 'de.hybris.platform.servicelayer.cronjob.PerformResult'","Code Style","UnnecessaryImport"
"1","com.b2cretailstore.core.newsletter","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/newsletter/b2cretailstoreNewsletterUtil.java","3","24","All methods are static.  Consider using a utility class instead. Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design","UseUtilityClass"
"2","com.b2cretailstore.core.newsletter","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/newsletter/b2cretailstoreNewsletterUtil.java","3","35","Consider simply returning the value vs storing it in local variable 'file'","Code Style","UnnecessaryLocalBeforeReturn"
"3","com.b2cretailstore.core.newsletter","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/newsletter/b2cretailstoreNewsletterUtil.java","3","51","This call to Collection.toArray() may be optimizable","Performance","OptimizableToArrayCall"
"1","com.b2cretailstore.core.order.dao","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/dao/b2cretailstoreTaxRowDao.java","1","12","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"1","com.b2cretailstore.core.dataimport.batch.discount.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/dataimport/batch/discount/impl/Defaultb2cretailstoreDiscountAdapter.java","2","48","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","com.b2cretailstore.core.dataimport.batch.discount.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/dataimport/batch/discount/impl/Defaultb2cretailstoreDiscountAdapter.java","2","92","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"3","com.b2cretailstore.core.dataimport.batch.discount.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/dataimport/batch/discount/impl/Defaultb2cretailstoreDiscountAdapter.java","2","95","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"4","com.b2cretailstore.core.dataimport.batch.discount.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/dataimport/batch/discount/impl/Defaultb2cretailstoreDiscountAdapter.java","3","100","Avoid unused method parameters such as 'startDate'.","Best Practices","UnusedFormalParameter"
"5","com.b2cretailstore.core.dataimport.batch.discount.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/dataimport/batch/discount/impl/Defaultb2cretailstoreDiscountAdapter.java","3","102","Avoid unnecessary if..then..else statements when returning booleans","Design","SimplifyBooleanReturns"
"6","com.b2cretailstore.core.dataimport.batch.discount.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/dataimport/batch/discount/impl/Defaultb2cretailstoreDiscountAdapter.java","4","179","Useless parentheses.","Code Style","UselessParentheses"
"7","com.b2cretailstore.core.dataimport.batch.discount.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/dataimport/batch/discount/impl/Defaultb2cretailstoreDiscountAdapter.java","4","197","Useless parentheses.","Code Style","UselessParentheses"
"8","com.b2cretailstore.core.dataimport.batch.discount.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/dataimport/batch/discount/impl/Defaultb2cretailstoreDiscountAdapter.java","4","201","Useless parentheses.","Code Style","UselessParentheses"
"9","com.b2cretailstore.core.dataimport.batch.discount.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/dataimport/batch/discount/impl/Defaultb2cretailstoreDiscountAdapter.java","2","208","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.core.order.dao.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/dao/impl/Defaultb2cretailstoreOrderDao.java","4","4","Unused import 'de.hybris.platform.core.enums.OrderStatus'","Code Style","UnnecessaryImport"
"2","com.b2cretailstore.core.order.dao.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/dao/impl/Defaultb2cretailstoreOrderDao.java","4","8","Unused import 'de.hybris.platform.servicelayer.search.FlexibleSearchQuery'","Code Style","UnnecessaryImport"
"1","com.b2cretailstore.core.newsletter.dao.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/newsletter/dao/impl/Defaultb2cretailstoreNewsletterDao.java","3","61","Avoid unnecessary if..then..else statements when returning booleans","Design","SimplifyBooleanReturns"
"1","com.b2cretailstore.core.order.dao.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/dao/impl/Defaultb2cretailstoreTaxRowDao.java","3","28","Consider simply returning the value vs storing it in local variable 'taxes'","Code Style","UnnecessaryLocalBeforeReturn"
"2","com.b2cretailstore.core.order.dao.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/dao/impl/Defaultb2cretailstoreTaxRowDao.java","3","37","Consider simply returning the value vs storing it in local variable 'taxes'","Code Style","UnnecessaryLocalBeforeReturn"
"1","com.b2cretailstore.core.jobs","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/jobs/ProductApprovalCronJob.java","3","35","This final field could be made static","Design","FinalFieldCouldBeStatic"
"2","com.b2cretailstore.core.jobs","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/jobs/ProductApprovalCronJob.java","2","64","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.core.order.dao.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/dao/impl/DefaultOrderExportDao.java","4","12","Unused import 'java.util.Arrays'","Code Style","UnnecessaryImport"
"1","com.b2cretailstore.cockpits.cmscockpit.session.impl","/b2cretailstore/bin/custom/b2cretailstorecockpits/src/com/b2cretailstore/cockpits/cmscockpit/session/impl/DefaultLiveEditContentBrowser.java","3","128","Useless qualified this usage in the same class.","Code Style","UselessQualifiedThis"
"2","com.b2cretailstore.cockpits.cmscockpit.session.impl","/b2cretailstore/bin/custom/b2cretailstorecockpits/src/com/b2cretailstore/cockpits/cmscockpit/session/impl/DefaultLiveEditContentBrowser.java","4","419","Unnecessary use of fully qualified name 'org.apache.commons.lang.StringUtils.isNotBlank' due to existing import 'org.apache.commons.lang.StringUtils'","Code Style","UnnecessaryFullyQualifiedName"
"3","com.b2cretailstore.cockpits.cmscockpit.session.impl","/b2cretailstore/bin/custom/b2cretailstorecockpits/src/com/b2cretailstore/cockpits/cmscockpit/session/impl/DefaultLiveEditContentBrowser.java","2","452","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.core.order.service","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/b2cretailstoreTaxService.java","4","4","Unused import 'de.hybris.platform.europe1.jalo.TaxRow'","Code Style","UnnecessaryImport"
"1","com.b2cretailstore.core.order.dynamic","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/dynamic/TotalPriceAttributeHandler.java","3","30","'catch' branch identical to 'ParseException' branch","Code Style","IdenticalCatchBranches"
"2","com.b2cretailstore.core.order.dynamic","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/dynamic/TotalPriceAttributeHandler.java","3","37","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","com.b2cretailstore.core.dataimport.batch.task","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/dataimport/batch/task/b2cretailstoreImpexTask.java","3","98","Ensure that resources like this PrintWriter object are closed after use","Error Prone","CloseResource"
"2","com.b2cretailstore.core.dataimport.batch.task","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/dataimport/batch/task/b2cretailstoreImpexTask.java","2","127","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"3","com.b2cretailstore.core.dataimport.batch.task","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/dataimport/batch/task/b2cretailstoreImpexTask.java","3","264","'result' is reassigned, but the original instance is not closed","Error Prone","CloseResource"
"4","com.b2cretailstore.core.dataimport.batch.task","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/dataimport/batch/task/b2cretailstoreImpexTask.java","2","422","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.core.order.service","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/b2cretailstoreCalculationService.java","1","28","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"2","com.b2cretailstore.core.order.service","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/b2cretailstoreCalculationService.java","1","43","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"3","com.b2cretailstore.core.order.service","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/b2cretailstoreCalculationService.java","1","58","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"4","com.b2cretailstore.core.order.service","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/b2cretailstoreCalculationService.java","1","67","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"5","com.b2cretailstore.core.order.service","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/b2cretailstoreCalculationService.java","1","75","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"6","com.b2cretailstore.core.order.service","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/b2cretailstoreCalculationService.java","1","83","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"7","com.b2cretailstore.core.order.service","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/b2cretailstoreCalculationService.java","1","90","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"8","com.b2cretailstore.core.order.service","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/b2cretailstoreCalculationService.java","1","98","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"9","com.b2cretailstore.core.order.service","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/b2cretailstoreCalculationService.java","1","106","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"10","com.b2cretailstore.core.order.service","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/b2cretailstoreCalculationService.java","1","114","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"11","com.b2cretailstore.core.order.service","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/b2cretailstoreCalculationService.java","1","124","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"12","com.b2cretailstore.core.order.service","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/b2cretailstoreCalculationService.java","1","131","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"13","com.b2cretailstore.core.order.service","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/b2cretailstoreCalculationService.java","1","141","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"14","com.b2cretailstore.core.order.service","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/b2cretailstoreCalculationService.java","1","148","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"15","com.b2cretailstore.core.order.service","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/b2cretailstoreCalculationService.java","1","156","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"16","com.b2cretailstore.core.order.service","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/b2cretailstoreCalculationService.java","1","165","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"17","com.b2cretailstore.core.order.service","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/b2cretailstoreCalculationService.java","1","172","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"1","com.b2cretailstore.core.order.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/impl/Defaultb2cretailstoreCommerceDeliveryModeStrategy.java","3","56","Consider simply returning the value vs storing it in local variable 'setDeliveryMode'","Code Style","UnnecessaryLocalBeforeReturn"
"1","com.b2cretailstore.core.order.strategies","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/strategies/b2cretailstorePlaceOrderStrategy.java","4","4","Unused import 'de.hybris.platform.commerceservices.service.data.CommerceCheckoutParameter'","Code Style","UnnecessaryImport"
"2","com.b2cretailstore.core.order.strategies","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/strategies/b2cretailstorePlaceOrderStrategy.java","4","5","Unused import 'de.hybris.platform.commerceservices.service.data.CommerceOrderResult'","Code Style","UnnecessaryImport"
"3","com.b2cretailstore.core.order.strategies","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/strategies/b2cretailstorePlaceOrderStrategy.java","4","7","Unused import 'de.hybris.platform.order.InvalidCartException'","Code Style","UnnecessaryImport"
"1","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreCancelledOrderExportService.java","3","49","Avoid unnecessary if..then..else statements when returning booleans","Design","SimplifyBooleanReturns"
"2","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreCancelledOrderExportService.java","2","74","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"3","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreCancelledOrderExportService.java","2","75","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"4","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreCancelledOrderExportService.java","2","107","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"5","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreCancelledOrderExportService.java","2","108","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.core.media.importer.strategies.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/media/importer/strategies/impl/b2cretailstoreLocalMediaWebURLStrategy.java","4","126","Useless parentheses.","Code Style","UselessParentheses"
"1","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreOrderService.java","2","42","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreOrderService.java","2","55","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.core.payment","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/payment/b2cretailstoreCreditCardPaymentInfoCreateStrategy.java","4","7","Unused import 'de.hybris.platform.acceleratorservices.payment.strategies.CreditCardPaymentInfoCreateStrategy'","Code Style","UnnecessaryImport"
"2","com.b2cretailstore.core.payment","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/payment/b2cretailstoreCreditCardPaymentInfoCreateStrategy.java","1","18","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"1","com.b2cretailstore.core.payment","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/payment/b2cretailstorePaymentService.java","1","14","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"2","com.b2cretailstore.core.payment","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/payment/b2cretailstorePaymentService.java","1","22","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"3","com.b2cretailstore.core.payment","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/payment/b2cretailstorePaymentService.java","1","31","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"1","com.b2cretailstore.core.payment.converters.populators.response","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/payment/converters/populators/response/b2cretailstorePaymentInfoResultPopulator.java","3","27","This statement should have braces","Code Style","ControlStatementBraces"
"2","com.b2cretailstore.core.payment.converters.populators.response","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/payment/converters/populators/response/b2cretailstorePaymentInfoResultPopulator.java","3","29","This statement should have braces","Code Style","ControlStatementBraces"
